,4
A_2666,76.3844
A_2667,50.3697
A_2668,25.7002
A_2669,25.2409
A_2670,46.7585
A_2671,55.1075
A_2672,26.2478
A_2673,27.5499
A_2674,30.9998
A_2675,46.1024
A_2676,36.3933
A_2677,38.074
A_2678,50.639
A_2679,42.736
A_2680,34.9985
A_2681,43.3731
A_2682,24.247
A_2683,25.0018
A_2684,49.8176
A_2685,67.3779
A_2686,33.2916
A_2687,24.5936
A_2688,46.205
A_2689,62.9324
A_2690,44.8627
A_2691,33.5859
A_2692,40.8281
A_2693,38.3789
A_2694,32.4994
A_2695,34.8794
A_2696,44.0306
A_2697,29.6253
A_2698,62.6882
A_2699,52.0211
A_2700,28.0216
A_2701,21.2526
A_2702,39.5795
A_2703,56.5932
A_2704,28.7506
A_2705,38.503
A_2706,49.2625
A_2707,33.6606
A_2708,29.4178
A_2709,33.578
A_2710,40.4714
A_2711,47.436
A_2712,36.3269
A_2713,57.8271
A_2714,27.8323
A_2715,26.5668
A_2716,48.7978
A_2717,47.2796
A_2718,23.6286
A_2719,32.9323
A_2720,72.2964
A_2721,33.6908
A_2722,29.1756
A_2723,38.8858
A_2724,51.2118
A_2725,41.2224
A_2726,33.5944
A_2727,31.5235
A_2728,36.5728
A_2729,27.8503
A_2730,52.9398
A_2731,64.6439
A_2732,29.4809
A_2733,32.3523
A_2734,63.9433
A_2735,44.4867
A_2736,24.0613
A_2737,34.3686
A_2738,29.749
A_2739,39.2783
A_2740,51.25
A_2741,49.6419
A_2742,37.0835
A_2743,34.0972
A_2744,41.675
A_2745,26.2814
A_2746,46.9861
A_2747,54.7616
A_2748,27.4296
A_2749,32.2006
A_2750,67.3451
A_2751,45.3473
A_2752,23.4577
A_2753,41.8021
A_2754,57.1253
A_2755,37.0699
A_2756,31.2297
A_2757,33.4966
A_2758,39.7082
A_2759,45.599
A_2760,36.0214
A_2761,57.3574
A_2762,26.9951
A_2763,25.8476
A_2764,48.2361
A_2765,40.8121
A_2766,22.372
A_2767,29.9443
A_2768,57.7249
A_2769,43.4122
A_2770,35.1366
A_2771,26.8555
A_2772,29.7989
A_2773,40.5969
A_2774,33.9076
A_2775,36.6038
A_2776,47.1188
A_2777,24.7419
A_2778,50.9979
A_2779,43.9659
A_2780,24.0019
A_2781,24.3406
A_2782,47.032
A_2783,70.082
A_2784,33.3747
A_2785,30.8807
A_2786,36.2764
A_2787,54.8303
A_2788,40.9899
A_2789,31.8639
A_2790,38.5798
A_2791,34.4811
A_2792,30.048
A_2793,55.8552
A_2794,29.6219
A_2795,31.6335
A_2796,68.7383
A_2797,61.3157
A_2798,30.5325
A_2799,22.4899
A_2800,42.3306
A_2801,33.7674
A_2802,40.4712
A_2803,47.0592
A_2804,36.463
A_2805,34.995
A_2806,43.3086
A_2807,29.5678
A_2808,26.6717
A_2809,49.5753
A_2810,25.8187
A_2811,35.2516
A_2812,73.925
A_2813,53.9799
A_2814,26.3617
A_2815,25.3611
A_2816,46.1816
A_2817,39.8378
A_2818,32.6008
A_2819,30.657
A_2820,35.412
A_2821,37.3471
A_2822,31.5477
A_2823,41.8937
A_2824,56.576
A_2825,29.3805
A_2826,59.9345
A_2827,41.0479
A_2828,21.4572
A_2829,28.5623
A_2830,54.5847
A_2831,67.2423
A_2832,30.3716
A_2833,39.076
A_2834,53.366
A_2835,44.2741
A_2836,35.7116
A_2837,31.1967
A_2838,36.5671
A_2839,54.4125
A_2840,41.0997
A_2841,67.6334
A_2842,32.0089
A_2843,23.2234
A_2844,45.2771
A_2845,46.9426
A_2846,26.0877
A_2847,27.2109
A_2848,54.8209
A_2849,38.4133
A_2850,32.563
A_2851,34.9357
A_2852,44.0018
A_2853,55.4518
A_2854,40.6643
A_2855,30.1956
A_2856,35.569
A_2857,22.9156
A_2858,41.801
A_2859,59.2351
A_2860,30.6553
A_2861,27.7469
A_2862,59.1094
A_2863,49.4405
A_2864,26.4654
A_2865,39.6989
A_2866,33.0786
A_2867,35.7202
A_2868,46.374
A_2869,48.3482
A_2870,37.9472
A_2871,28.9647
A_2872,32.9928
A_2873,24.8819
A_2874,49.1352
A_2875,74.7305
A_2876,34.429
A_2877,29.1965
A_2878,59.9339
A_2879,50.4283
A_2880,27.7135
A_2881,33.9582
A_2882,41.7646
A_2883,37.0084
A_2884,31.8356
A_2885,29.518
A_2886,34.1881
A_2887,51.804
A_2888,39.2731
A_2889,61.4397
A_2890,30.8583
A_2891,22.8188
A_2892,42.6144
A_2893,50.797
A_2894,26.4936
A_2895,27.8391
A_2896,61.6944
A_2897,53.003
A_2898,39.5009
A_2899,36.1893
A_2900,44.5158
A_2901,32.6082
A_2902,28.6611
A_2903,37.6915
A_2904,48.1332
A_2905,32.714
A_2906,66.3049
A_2907,45.4512
A_2908,24.1267
A_2909,23.8159
A_2910,42.7078
A_2911,48.9486
A_2912,24.4926
A_2913,31.2287
A_2914,36.496
A_2915,41.5505
A_2916,33.362
A_2917,43.1615
A_2918,59.9234
A_2919,38.6875
A_2920,32.2028
A_2921,40.0133
A_2922,21.5862
A_2923,29.1287
A_2924,57.0937
A_2925,63.2481
A_2926,30.0391
A_2927,28.3697
A_2928,52.4727
A_2929,56.0507
A_2930,41.8027
A_2931,31.6051
A_2932,37.3212
A_2933,35.4221
A_2934,30.7206
A_2935,32.6486
A_2936,39.7536
A_2937,30.463
A_2938,66.3738
A_2939,54.2037
A_2940,28.6623
A_2941,21.6373
A_2942,40.9564
A_2943,59.3697
A_2944,29.4779
A_2945,27.0441
A_2946,30.2204
A_2947,44.8386
A_2948,35.6991
A_2949,37.2896
A_2950,49.0693
A_2951,41.6828
A_2952,34.3766
A_2953,47.5554
A_2954,25.7121
A_2955,26.8137
A_2956,56.2057
A_2957,77.8418
A_2958,36.0778
A_2959,26.2144
A_2960,51.2937
A_2961,36.7643
A_2962,30.9312
A_2963,41.6581
A_2964,57.4212
A_2965,45.5027
A_2966,35.7836
A_2967,33.2574
A_2968,39.4992
A_2969,27.1411
A_2970,50.7236
A_2971,60.9718
A_2972,28.5699
A_2973,31.4282
A_2974,60.8329
A_2975,42.8619
A_2976,23.5137
A_2977,39.1388
A_2978,50.4871
A_2979,34.3683
A_2980,29.8592
A_2981,34.104
A_2982,41.3872
A_2983,48.8315
A_2984,36.9983
A_2985,51.1436
A_2986,25.8389
A_2987,24.9573
A_2988,44.4069
A_2989,42.5158
A_2990,22.0957
A_2991,30.3128
A_2992,62.5339
A_2993,39.9498
A_2994,53.1215
A_2995,34.9736
A_2996,30.0066
A_2997,32.3035
A_2998,37.7364
A_2999,42.762
A_3000,34.5286
A_3001,63.2971
A_3002,28.439
A_3003,26.9788
A_3004,51.8405
A_3005,43.4464
A_3006,23.238
A_3007,31.4282
A_3008,62.7944
A_3009,30.8143
A_3010,27.5639
A_3011,35.9761
A_3012,44.72
A_3013,42.2978
A_3014,33.6455
A_3015,31.4283
A_3016,36.9303
A_3017,26.2977
A_3018,47.322
A_3019,55.3479
A_3020,27.4631
A_3021,32.3021
A_3022,68.3201
A_3023,45.6984
A_3024,23.4436
A_3025,32.0396
A_3026,38.3075
A_3027,58.8259
A_3028,42.7878
A_3029,33.1666
A_3030,41.0467
A_3031,36.1991
A_3032,31.0904
A_3033,51.8527
A_3034,28.2624
A_3035,29.8851
A_3036,62.1552
A_3037,56.2868
A_3038,29.0012
A_3039,21.5674
A_3040,39.6728
A_3041,49.6365
A_3042,38.2743
A_3043,28.9005
A_3044,33.1221
A_3045,45.6495
A_3046,36.676
A_3047,40.2115
A_3048,55.0909
A_3049,24.6339
A_3050,50.3838
A_3051,43.5815
A_3052,23.9173
A_3053,24.2456
A_3054,46.554
A_3055,68.9875
A_3056,33.154
A_3057,27.1186
A_3058,54.1194
A_3059,46.5207
A_3060,26.0217
A_3061,23.1856
A_3062,44.8316
A_3063,66.5133
A_3064,31.8397
A_3065,50.5794
A_3066,38.9082
A_3067,29.468
A_3068,33.9339
A_3069,41.1441
A_3070,33.777
A_3071,36.6834
A_3072,48.8604
A_3073,47.7224
A_3074,25.5734
A_3075,26.663
A_3076,56.6216
A_3077,57.0889
A_3078,29.6314
A_3079,22.1288
A_3080,40.3855
A_3081,30.9259
A_3082,36.5794
A_3083,56.3269
A_3084,41.3934
A_3085,35.6719
A_3086,44.9861
A_3087,39.2621
A_3088,33.2097
A_3089,24.6143
A_3090,45.3523
A_3091,53.0286
A_3092,25.4844
A_3093,34.3841
A_3094,73.1932
A_3095,48.6858
A_3096,25.0119
A_3097,30.781
A_3098,27.4904
A_3099,36.0431
A_3100,45.0748
A_3101,49.1818
A_3102,37.6307
A_3103,34.7178
A_3104,41.9812
A_3105,71.9418
A_3106,32.6307
A_3107,30.4061
A_3108,57.8181
A_3109,43.7172
A_3110,23.0889
A_3111,31.411
A_3112,63.7688
A_3113,42.1367
A_3114,57.2592
A_3115,37.5886
A_3116,31.6542
A_3117,30.7476
A_3118,35.6024
A_3119,40.1543
A_3120,32.7278
A_3121,50.0879
A_3122,24.9843
A_3123,24.2273
A_3124,43.5241
A_3125,46.4042
A_3126,24.5747
A_3127,33.3425
A_3128,67.9367
A_3129,36.4667
A_3130,46.3451
A_3131,31.0367
A_3132,27.5517
A_3133,35.0554
A_3134,42.9093
A_3135,50.9933
A_3136,38.17
A_3137,28.027
A_3138,52.2898
A_3139,63.2025
A_3140,29.6457
A_3141,28.7622
A_3142,56.9574
A_3143,39.6981
A_3144,21.2126
A_3145,40.9852
A_3146,33.6334
A_3147,45.0232
A_3148,63.4981
A_3149,44.255
A_3150,34.9421
A_3151,32.5356
A_3152,38.4922
A_3153,48.1715
A_3154,26.4311
A_3155,27.6511
A_3156,56.783
A_3157,70.6357
A_3158,32.6445
A_3159,23.5229
A_3160,46.6034
A_3161,29.2514
A_3162,33.3437
A_3163,48.4921
A_3164,38.1715
A_3165,35.9979
A_3166,46.5877
A_3167,39.9761
A_3168,33.3411
A_3169,29.2582
A_3170,63.2716
A_3171,52.1661
A_3172,27.6881
A_3173,23.9604
A_3174,43.9587
A_3175,62.79
A_3176,32.1066
A_3177,50.2987
A_3178,38.524
A_3179,29.0023
A_3180,33.3446
A_3181,36.213
A_3182,31.3343
A_3183,33.3416
A_3184,40.6593
A_3185,41.4553
A_3186,22.3795
A_3187,30.1652
A_3188,59.3033
A_3189,59.1849
A_3190,27.1475
A_3191,25.9449
A_3192,49.2478
A_3193,33.7782
A_3194,40.3497
A_3195,46.7224
A_3196,36.4312
A_3197,42.4432
A_3198,59.1092
A_3199,37.6894
A_3200,31.4753
A_3201,31.9039
A_3202,65.7364
A_3203,44.662
A_3204,23.3505
A_3205,26.1404
A_3206,46.3408
A_3207,53.7227
A_3208,27.2432
A_3209,48.5039
A_3210,36.6724
A_3211,33.8068
A_3212,41.0388
A_3213,33.9713
A_3214,29.5488
A_3215,38.8655
A_3216,50.2362
A_3217,59.2904
A_3218,29.8187
A_3219,22.011
A_3220,41.1908
A_3221,54.2282
A_3222,28.9839
A_3223,30.8245
A_3224,66.1098
A_3225,31.1587
A_3226,37.3054
A_3227,33.5684
A_3228,29.4758
A_3229,30.2486
A_3230,35.2107
A_3231,52.8455
A_3232,40.0422
A_3233,25.7042
A_3234,50.0423
A_3235,75.4588
A_3236,35.3144
A_3237,26.2468
A_3238,54.6559
A_3239,46.5127
A_3240,25.2483
A_3241,43.1745
A_3242,35.4571
A_3243,38.545
A_3244,50.8845
A_3245,46.4797
A_3246,36.8608
A_3247,28.1208
A_3248,31.7254
A_3249,20.0498
A_3250,37.2311
A_3251,52.8594
A_3252,27.1232
A_3253,27.8132
A_3254,58.0553
A_3255,48.9119
A_3256,26.5453
A_3257,35.941
A_3258,30.9688
A_3259,32.9955
A_3260,40.613
A_3261,57.8884
A_3262,42.4616
A_3263,31.8964
A_3264,37.9784
A_3265,69.4997
A_3266,33.963
A_3267,25.0243
A_3268,47.33
A_3269,44.3181
A_3270,24.64
A_3271,25.478
A_3272,51.1934
A_3273,38.8702
A_3274,52.4116
A_3275,43.853
A_3276,35.6094
A_3277,28.0057
A_3278,31.7405
A_3279,47.4814
A_3280,37.0856
A_3281,32.5049
A_3282,65.0708
A_3283,44.9334
A_3284,24.0697
A_3285,27.9189
A_3286,53.6504
A_3287,66.0014
A_3288,29.595
A_3289,41.6812
A_3290,33.7605
A_3291,31.6351
A_3292,36.8357
A_3293,33.9217
A_3294,29.2613
A_3295,39.164
A_3296,52.0495
A_3297,46.0635
A_3298,23.4758
A_3299,32.4408
A_3300,69.2475
A_3301,55.9251
A_3302,27.5394
A_3303,26.352
A_3304,47.6655
A_3305,33.1702
A_3306,39.5954
A_3307,45.9175
A_3308,35.7528
A_3309,37.9179
A_3310,47.8737
A_3311,33.117
A_3312,29.1419
A_3313,33.3999
A_3314,41.2951
A_3315,36.4492
A_3316,31.3044
A_3317,32.2633
A_3318,38.5611
A_3319,58.7933
A_3320,42.9413
A_3321,53.5538
A_3322,27.4915
A_3323,20.3439
A_3324,37.7169
A_3325,49.5058
A_3326,26.8818
A_3327,28.2196
A_3328,58.8892
A_3329,44.4824
A_3330,35.9955
A_3331,39.3492
A_3332,53.3226
A_3333,48.2265
A_3334,37.5132
A_3335,28.3397
A_3336,32.2463
A_3337,25.3635
A_3338,47.9355
A_3339,70.4347
A_3340,34.401
A_3341,25.8493
A_3342,51.9042
A_3343,44.8449
A_3344,24.9521
A_3345,31.5821
A_3346,36.7794
A_3347,41.6333
A_3348,33.7046
A_3349,39.1217
A_3350,52.055
A_3351,33.8453
A_3352,29.1968
A_3353,44.9076
A_3354,23.9931
A_3355,32.4421
A_3356,65.1473
A_3357,66.0981
A_3358,29.5147
A_3359,27.8475
A_3360,53.6625
A_3361,45.8879
A_3362,35.6997
A_3363,33.1184
A_3364,39.5458
A_3365,33.048
A_3366,29.0832
A_3367,37.8764
A_3368,47.8578
A_3369,32.3729
A_3370,69.36
A_3371,46.0403
A_3372,23.3925
A_3373,26.2832
A_3374,47.6516
A_3375,55.9505
A_3376,27.4617
A_3377,47.4853
A_3378,36.8644
A_3379,34.1336
A_3380,40.9031
A_3381,38.3054
A_3382,31.855
A_3383,42.9453
A_3384,60.0961
A_3385,30.5581
A_3386,60.0751
A_3387,41.9819
A_3388,22.69
A_3389,26.2921
A_3390,49.8762
A_3391,60.0879
A_3392,27.5695
A_3393,34.1854
A_3394,41.65
A_3395,49.3802
A_3396,37.1402
A_3397,39.2965
A_3398,50.9889
A_3399,34.4826
A_3400,29.8854
A_3401,45.2512
A_3402,23.6831
A_3403,32.332
A_3404,66.6402
A_3405,54.4397
A_3406,27.618
A_3407,26.4551
A_3408,46.8717
A_3409,33.5015
A_3410,29.4183
A_3411,31.0962
A_3412,37.2382
A_3413,52.8553
A_3414,40.0041
A_3415,30.1886
A_3416,35.1427
A_3417,21.9307
A_3418,41.1508
A_3419,59.3331
A_3420,29.7489
A_3421,30.7512
A_3422,66.2019
A_3423,54.2424
A_3424,28.9175
A_3425,38.5007
A_3426,50.8832
A_3427,43.1396
A_3428,35.4112
A_3429,28.0585
A_3430,31.6495
A_3431,46.4564
A_3432,36.8152
A_3433,75.6151
A_3434,35.2558
A_3435,25.6264
A_3436,50.0372
A_3437,46.4936
A_3438,25.1754
A_3439,26.1634
A_3440,54.6752
A_3441,31.1637
A_3442,27.6463
A_3443,36.5561
A_3444,46.4476
A_3445,51.0914
A_3446,38.2638
A_3447,35.1405
A_3448,43.0106
A_3449,24.3251
A_3450,43.607
A_3451,50.169
A_3452,25.0978
A_3453,33.4447
A_3454,67.9521
A_3455,46.4877
A_3456,24.6798
A_3457,45.0997
A_3458,63.5379
A_3459,41.097
A_3460,33.7237
A_3461,32.621
A_3462,38.5989
A_3463,44.3703
A_3464,35.0376
A_3465,63.2403
A_3466,29.7606
A_3467,28.1263
A_3468,52.3556
A_3469,39.7951
A_3470,21.3187
A_3471,28.8688
A_3472,57.0144
A_3473,47.8736
A_3474,37.802
A_3475,28.9571
A_3476,32.9072
A_3477,39.4631
A_3478,33.0131
A_3479,35.5976
A_3480,45.8759
A_3481,27.2913
A_3482,56.0829
A_3483,47.6623
A_3484,26.1312
A_3485,23.204
A_3486,46.0326
A_3487,69.742
A_3488,32.2329
A_3489,28.6907
A_3490,32.8688
A_3491,49.599
A_3492,38.1267
A_3493,32.9919
A_3494,40.0912
A_3495,35.7798
A_3496,31.0412
A_3497,51.5941
A_3498,27.3663
A_3499,28.8665
A_3500,62.4509
A_3501,62.0915
A_3502,31.7439
A_3503,23.6716
A_3504,43.477
A_3505,29.5598
A_3506,34.0544
A_3507,50.667
A_3508,38.9929
A_3509,36.7834
A_3510,48.9725
A_3511,41.2544
A_3512,33.8665
A_3513,46.5963
A_3514,26.1172
A_3515,27.2286
A_3516,54.187
A_3517,66.5357
A_3518,31.9479
A_3519,23.2954
A_3520,44.9225
A_3521,56.3986
A_3522,41.4775
A_3523,31.0201
A_3524,36.7023
A_3525,39.3625
A_3526,33.2917
A_3527,35.7628
A_3528,45.0931
A_3529,26.7823
A_3530,56.6863
A_3531,47.8009
A_3532,25.6757
A_3533,22.2304
A_3534,40.4772
A_3535,57.1429
A_3536,29.733
A_3537,35.6809
A_3538,44.4748
A_3539,30.3552
A_3540,27.2012
A_3541,34.3885
A_3542,41.4654
A_3543,48.4657
A_3544,37.2285
A_3545,52.3506
A_3546,25.1323
A_3547,24.3198
A_3548,44.8557
A_3549,48.1122
A_3550,24.6911
A_3551,33.9702
A_3552,72.2969
A_3553,37.0717
A_3554,31.3249
A_3555,41.7118
A_3556,56.4751
A_3557,39.5521
A_3558,32.3656
A_3559,30.4459
A_3560,35.1498
A_3561,30.0653
A_3562,57.1913
A_3563,71.0103
A_3564,32.2109
A_3565,31.0348
A_3566,63.0182
A_3567,43.2111
A_3568,22.7918
A_3569,27.3391
A_3570,52.5085
A_3571,64.2799
A_3572,28.8804
A_3573,31.8376
A_3574,63.6238
A_3575,44.0014
A_3576,23.559
A_3577,35.5261
A_3578,30.3608
A_3579,40.4095
A_3580,53.9633
A_3581,43.4321
A_3582,34.9293
A_3583,32.6366
A_3584,38.2384
A_3585,56.1081
A_3586,27.85
A_3587,26.6209
A_3588,47.8767
A_3589,46.3171
A_3590,23.7857
A_3591,32.746
A_3592,69.291
A_3593,36.3724
A_3594,45.3765
A_3595,31.2765
A_3596,27.8783
A_3597,31.7793
A_3598,37.4744
A_3599,43.0454
A_3600,34.0725
A_3601,29.8116
A_3602,62.2184
A_3603,51.8559
A_3604,28.1963
A_3605,21.4884
A_3606,39.6289
A_3607,56.3123
A_3608,28.9315
A_3609,58.8739
A_3610,42.7575
A_3611,31.9821
A_3612,38.2486
A_3613,36.1385
A_3614,31.0347
A_3615,33.1073
A_3616,40.9935
A_3617,43.5518
A_3618,23.8432
A_3619,24.5485
A_3620,50.3801
A_3621,69.0941
A_3622,33.0902
A_3623,24.1662
A_3624,46.5337
A_3625,28.8375
A_3626,33.0468
A_3627,49.6283
A_3628,38.2309
A_3629,40.1708
A_3630,55.1168
A_3631,45.6236
A_3632,36.6315
A_3633,54.8772
A_3634,29.0258
A_3635,30.9089
A_3636,67.365
A_3637,60.173
A_3638,29.8784
A_3639,21.9522
A_3640,41.4972
A_3641,31.962
A_3642,37.8796
A_3643,56.9009
A_3644,42.266
A_3645,33.0411
A_3646,40.4029
A_3647,35.9117
A_3648,31.0479
A_3649,27.2148
A_3650,57.0231
A_3651,48.1402
A_3652,26.045
A_3653,26.5783
A_3654,51.9762
A_3655,78.9549
A_3656,36.5568
A_3657,45.5378
A_3658,36.1106
A_3659,27.3677
A_3660,30.7031
A_3661,42.2786
A_3662,34.7494
A_3663,37.7485
A_3664,49.9138
A_3665,61.03
A_3666,28.4903
A_3667,27.0706
A_3668,50.7219
A_3669,42.8295
A_3670,23.4389
A_3671,31.3651
A_3672,60.882
A_3673,41.623
A_3674,57.4618
A_3675,36.6967
A_3676,30.8693
A_3677,33.2071
A_3678,39.451
A_3679,45.4722
A_3680,35.7321
A_3681,24.8877
A_3682,44.3813
A_3683,51.1437
A_3684,25.7597
A_3685,30.2412
A_3686,62.5986
A_3687,42.479
A_3688,22.0122
A_3689,34.3007
A_3690,29.8004
A_3691,39.0995
A_3692,50.4839
A_3693,48.8175
A_3694,36.9472
A_3695,34.0529
A_3696,41.3429
A_3697,74.7139
A_3698,34.5363
A_3699,24.9932
A_3700,49.2173
A_3701,50.4964
A_3702,27.8097
A_3703,29.3073
A_3704,59.9828
A_3705,35.8185
A_3706,46.4895
A_3707,39.8083
A_3708,33.1665
A_3709,29.0545
A_3710,33.1105
A_3711,48.4392
A_3712,38.031
A_3713,22.9236
A_3714,42.7052
A_3715,61.4805
A_3716,30.9621
A_3717,27.9622
A_3718,61.7412
A_3719,50.8704
A_3720,26.5988
A_3721,37.1109
A_3722,31.9178
A_3723,34.0498
A_3724,41.8775
A_3725,51.8909
A_3726,39.3595
A_3727,29.6121
A_3728,34.3126
A_3729,44.9346
A_3730,23.8254
A_3731,32.3315
A_3732,65.534
A_3733,48.3482
A_3734,24.1638
A_3735,23.5379
A_3736,42.2548
A_3737,35.8473
A_3738,43.9695
A_3739,52.2284
A_3740,39.08
A_3741,37.3141
A_3742,47.492
A_3743,32.1608
A_3744,28.3619
A_3745,28.781
A_3746,56.4405
A_3747,39.556
A_3748,21.3076
A_3749,28.0526
A_3750,51.9163
A_3751,62.4592
A_3752,29.6544
A_3753,40.9123
A_3754,32.9869
A_3755,30.918
A_3756,36.0231
A_3757,38.1441
A_3758,31.8629
A_3759,42.7191
A_3760,59.0799
A_3761,35.3531
A_3762,73.9131
A_3763,49.6525
A_3764,25.9249
A_3765,25.4599
A_3766,46.2605
A_3767,54.0506
A_3768,26.4765
A_3769,47.1659
A_3770,36.5563
A_3771,33.8515
A_3772,40.5739
A_3773,29.6916
A_3774,26.7641
A_3775,35.0836
A_3776,43.4148
A_3777,41.1458
A_3778,21.5666
A_3779,29.4901
A_3780,59.983
A_3781,67.2631
A_3782,30.4899
A_3783,28.6643
A_3784,54.6462
A_3785,30.7428
A_3786,35.5216
A_3787,39.9614
A_3788,32.6974
A_3789,41.9746
A_3790,56.6438
A_3791,37.4637
A_3792,31.6386
A_3793,22.9131
A_3794,44.7324
A_3795,66.7989
A_3796,31.6114
A_3797,26.8621
A_3798,54.1589
A_3799,46.4542
A_3800,25.7955
A_3801,43.6962
A_3802,35.3576
A_3803,38.6367
A_3804,52.5265
A_3805,53.7002
A_3806,40.6974
A_3807,30.8814
A_3808,36.0834
A_3809,58.5794
A_3810,30.3058
A_3811,22.6355
A_3812,41.3414
A_3813,48.8986
A_3814,26.1542
A_3815,27.3708
A_3816,58.3471
A_3817,34.5587
A_3818,43.3595
A_3819,37.9378
A_3820,32.2509
A_3821,29.8623
A_3822,35.0413
A_3823,54.6394
A_3824,40.2319
A_3825,54.5992
A_3826,27.2386
A_3827,26.1169
A_3828,46.8294
A_3829,45.1636
A_3830,23.271
A_3831,32.0073
A_3832,67.2301
A_3833,39.1182
A_3834,51.0557
A_3835,34.1499
A_3836,29.5877
A_3837,33.9351
A_3838,41.4614
A_3839,49.4012
A_3840,36.8981
A_3841,25.6717
A_3842,48.0705
A_3843,57.1901
A_3844,26.7886
A_3845,29.7655
A_3846,57.5827
A_3847,40.636
A_3848,22.2001
A_3849,36.8422
A_3850,31.0625
A_3851,41.6387
A_3852,56.9417
A_3853,45.3821
A_3854,35.8543
A_3855,33.3489
A_3856,39.5175
A_3857,44.3643
A_3858,24.2207
A_3859,25.0037
A_3860,51.5503
A_3861,70.846
A_3862,33.6943
A_3863,24.579
A_3864,47.4956
A_3865,27.0736
A_3866,30.1222
A_3867,43.89
A_3868,35.4192
A_3869,36.919
A_3870,47.6935
A_3871,41.0051
A_3872,34.1637
A_3873,31.9551
A_3874,69.5283
A_3875,56.3753
A_3876,29.8816
A_3877,22.7089
A_3878,42.734
A_3879,61.9448
A_3880,30.8199
A_3881,55.4738
A_3882,41.3282
A_3883,31.1333
A_3884,36.6784
A_3885,34.8316
A_3886,30.2789
A_3887,32.1425
A_3888,39.0504
A_3889,24.8086
A_3890,49.6381
A_3891,43.208
A_3892,24.081
A_3893,24.415
A_3894,46.0319
A_3895,67.2688
A_3896,33.108
A_3897,45.8902
A_3898,36.2284
A_3899,27.3865
A_3900,30.7753
A_3901,42.5359
A_3902,34.8435
A_3903,37.8982
A_3904,50.4175
A_3905,51.8683
A_3906,27.8493
A_3907,29.4241
A_3908,62.547
A_3909,56.4414
A_3910,28.5649
A_3911,21.0753
A_3912,39.395
A_3913,33.4232
A_3914,40.6124
A_3915,62.7798
A_3916,44.7075
A_3917,34.7055
A_3918,43.7989
A_3919,38.1784
A_3920,32.3467
A_3921,26.8007
A_3922,49.2375
A_3923,58.4554
A_3924,28.1157
A_3925,33.2653
A_3926,73.1376
A_3927,47.7719
A_3928,23.874
A_3929,34.0153
A_3930,29.6504
A_3931,38.8079
A_3932,49.8009
A_3933,48.0556
A_3934,36.655
A_3935,33.8425
A_3936,40.9018
A_3937,65.3994
A_3938,29.7925
A_3939,28.1032
A_3940,53.4421
A_3941,44.8959
A_3942,24.2836
A_3943,32.644
A_3944,64.5805
A_3945,39.2147
A_3946,51.8278
A_3947,34.0785
A_3948,29.422
A_3949,31.7573
A_3950,36.929
A_3951,41.702
A_3952,33.877
A_3953,22.1202
A_3954,40.7116
A_3955,57.9046
A_3956,29.7353
A_3957,26.7276
A_3958,57.559
A_3959,48.2418
A_3960,25.6121
A_3961,39.5852
A_3962,33.3491
A_3963,35.8767
A_3964,45.5542
A_3965,57.3396
A_3966,41.7201
A_3967,31.0441
A_3968,36.8857
A_3969,63.9925
A_3970,31.4131
A_3971,23.0616
A_3972,43.7834
A_3973,45.5248
A_3974,25.8363
A_3975,26.8682
A_3976,52.5061
A_3977,36.0711
A_3978,47.1311
A_3979,40.1854
A_3980,33.3501
A_3981,29.1861
A_3982,33.3557
A_3983,49.0202
A_3984,38.2842
A_3985,30.0769
A_3986,60.0302
A_3987,41.6056
A_3988,22.1829
A_3989,29.2147
A_3990,54.8229
A_3991,67.0687
A_3992,31.1171
A_3993,37.7667
A_3994,31.4143
A_3995,29.6832
A_3996,33.8991
A_3997,35.5967
A_3998,30.4777
A_3999,40.3876
A_4000,53.5678
